Date,Low
2023-06-02 00:00:00+00:00,21444.86328125
2023-06-03 00:00:00+00:00,21217.939453125
2023-06-04 00:00:00+00:00,21652.15625
2023-06-05 00:00:00+00:00,21660.365234375
2023-06-06 00:00:00+00:00,20461.52734375
2023-06-07 00:00:00+00:00,20507.828125
2023-06-08 00:00:00+00:00,21018.623046875
2023-06-09 00:00:00+00:00,21081.3984375
2023-06-10 00:00:00+00:00,20987.876953125
2023-06-11 00:00:00+00:00,20287.04296875
2023-06-12 00:00:00+00:00,20420.01171875
2023-06-13 00:00:00+00:00,20432.322265625
2023-06-14 00:00:00+00:00,20403.08203125
2023-06-15 00:00:00+00:00,19666.525390625
2023-06-16 00:00:00+00:00,19586.564453125
2023-06-17 00:00:00+00:00,19694.5859375
2023-06-18 00:00:00+00:00,20410.5546875
2023-06-19 00:00:00+00:00,20522.216796875
2023-06-20 00:00:00+00:00,20523.0625
2023-06-21 00:00:00+00:00,20964.283203125
2023-06-22 00:00:00+00:00,22158.72265625
2023-06-23 00:00:00+00:00,23288.107421875
2023-06-24 00:00:00+00:00,23465.6796875
2023-06-25 00:00:00+00:00,23824.259765625
2023-06-26 00:00:00+00:00,23870.880859375
2023-06-27 00:00:00+00:00,23549.46875
2023-06-28 00:00:00+00:00,23791.255859375
2023-06-29 00:00:00+00:00,23666.60546875
2023-06-30 00:00:00+00:00,23793.462890625
2023-07-01 00:00:00+00:00,23309.240234375
2023-07-02 00:00:00+00:00,23868.787109375
2023-07-03 00:00:00+00:00,23817.751953125
2023-07-04 00:00:00+00:00,24141.4765625
2023-07-05 00:00:00+00:00,24108.953125
2023-07-06 00:00:00+00:00,23741.5546875
2023-07-07 00:00:00+00:00,23571.275390625
2023-07-08 00:00:00+00:00,23366.5625
2023-07-09 00:00:00+00:00,23429.646484375
2023-07-10 00:00:00+00:00,23439.142578125
2023-07-11 00:00:00+00:00,23374.84375
2023-07-12 00:00:00+00:00,23533.75
2023-07-13 00:00:00+00:00,23268.857421875
2023-07-14 00:00:00+00:00,23263.2265625
2023-07-15 00:00:00+00:00,22876.609375
2023-07-16 00:00:00+00:00,23117.775390625
2023-07-17 00:00:00+00:00,22985.017578125
2023-07-18 00:00:00+00:00,22693.20703125
2023-07-19 00:00:00+00:00,22682.9921875
2023-07-20 00:00:00+00:00,23120.263671875
2023-07-21 00:00:00+00:00,23053.4609375
2023-07-22 00:00:00+00:00,23094.728515625
2023-07-23 00:00:00+00:00,23074.1484375
2023-07-24 00:00:00+00:00,23134.357421875
2023-07-25 00:00:00+00:00,22574.681640625
2023-07-26 00:00:00+00:00,22659.283203125
2023-07-27 00:00:00+00:00,22603.544921875
2023-07-28 00:00:00+00:00,22716.525390625
2023-07-29 00:00:00+00:00,22787.12890625
2023-07-30 00:00:00+00:00,22780.748046875
2023-07-31 00:00:00+00:00,22632.267578125
2023-08-01 00:00:00+00:00,22702.822265625
2023-08-02 00:00:00+00:00,22489.171875
2023-08-03 00:00:00+00:00,22743.359375
2023-08-04 00:00:00+00:00,22815.4140625
2023-08-05 00:00:00+00:00,22658.7265625
2023-08-06 00:00:00+00:00,22715.568359375
2023-08-07 00:00:00+00:00,22720.302734375
2023-08-08 00:00:00+00:00,22500.94140625
2023-08-09 00:00:00+00:00,22825.783203125
2023-08-10 00:00:00+00:00,23094.89453125
2023-08-11 00:00:00+00:00,23137.791015625
2023-08-12 00:00:00+00:00,23043.23046875
2023-08-13 00:00:00+00:00,23127.14453125
2023-08-14 00:00:00+00:00,23055.515625
2023-08-15 00:00:00+00:00,22987.744140625
2023-08-16 00:00:00+00:00,22893.712890625
2023-08-17 00:00:00+00:00,22550.701171875
2023-08-18 00:00:00+00:00,19930.982421875
2023-08-19 00:00:00+00:00,20131.16015625
2023-08-20 00:00:00+00:00,20262.60546875
2023-08-21 00:00:00+00:00,20421.162109375
2023-08-22 00:00:00+00:00,20301.197265625
2023-08-23 00:00:00+00:00,20045.869140625
2023-08-24 00:00:00+00:00,20408.08984375
2023-08-25 00:00:00+00:00,20541.984375
2023-08-26 00:00:00+00:00,20535.921875
2023-08-27 00:00:00+00:00,20653.259765625
2023-08-28 00:00:00+00:00,20638.33203125
2023-08-29 00:00:00+00:00,20567.0546875
2023-08-30 00:00:00+00:00,20562.0078125
2023-08-31 00:00:00+00:00,21271.30859375
2023-09-01 00:00:00+00:00,20321.095703125
2023-09-02 00:00:00+00:00,20130.734375
2023-09-03 00:00:00+00:00,20458.4375
2023-09-04 00:00:00+00:00,20510.8828125
2023-09-05 00:00:00+00:00,20315.412109375
2023-09-06 00:00:00+00:00,20285.18359375
2023-09-07 00:00:00+00:00,20317.162109375
2023-09-08 00:00:00+00:00,20560.16015625
2023-09-09 00:00:00+00:00,20574.72265625
2023-09-10 00:00:00+00:00,20706.3671875
2023-09-11 00:00:00+00:00,20554.900390625
2023-09-12 00:00:00+00:00,19925.041015625
2023-09-13 00:00:00+00:00,20102.21484375
2023-09-14 00:00:00+00:00,20630.466796875
2023-09-15 00:00:00+00:00,20941.427734375
2023-09-16 00:00:00+00:00,21170.2890625
2023-09-17 00:00:00+00:00,21373.828125
2023-09-18 00:00:00+00:00,21350.775390625
2023-09-19 00:00:00+00:00,21306.833984375
2023-09-20 00:00:00+00:00,21541.341796875
2023-09-21 00:00:00+00:00,21754.802734375
2023-09-22 00:00:00+00:00,21520.2890625
2023-09-23 00:00:00+00:00,21569.138671875
2023-09-24 00:00:00+00:00,21668.85546875
